,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
46692,311244,Bose SoundSport Headphones,1,99.99,12/2/2019 0:40,"291 Pine St, Boston, MA 02215"
46693,311245,27in FHD Monitor,2,149.99,12/3/2019 20:11,"558 4th St, Los Angeles, CA 90001"
46694,311246,Lightning Charging Cable,1,14.95,12/17/2019 11:01,"64 5th St, Dallas, TX 75001"
46695,311247,27in 4K Gaming Monitor,1,389.99,12/22/2019 19:12,"18 5th St, New York City, NY 10001"
46696,311248,AAA Batteries (4-pack),1,2.99,12/18/2019 16:31,"462 North St, Los Angeles, CA 90001"
46697,311249,Macbook Pro Laptop,1,1700,12/16/2019 9:20,"927 Willow St, New York City, NY 10001"
46698,311250,USB-C Charging Cable,1,11.95,12/9/2019 20:06,"409 Washington St, Dallas, TX 75001"
46699,311250,27in FHD Monitor,1,149.99,12/9/2019 20:06,"409 Washington St, Dallas, TX 75001"
46700,311251,ThinkPad Laptop,1,999.99,12/30/2019 11:51,"59 Meadow St, Dallas, TX 75001"
46701,311252,Macbook Pro Laptop,1,1700,12/11/2019 20:14,"622 North St, San Francisco, CA 94016"
46702,311253,USB-C Charging Cable,2,11.95,12/18/2019 14:36,"314 Ridge St, Portland, OR 97035"
46703,311254,34in Ultrawide Monitor,1,379.99,12/25/2019 17:19,"809 11th St, Boston, MA 02215"
46704,311255,34in Ultrawide Monitor,1,379.99,12/22/2019 17:18,"120 Lakeview St, Seattle, WA 98101"
46705,311256,AAA Batteries (4-pack),1,2.99,12/15/2019 15:11,"856 Elm St, Portland, OR 97035"
46706,311257,AAA Batteries (4-pack),6,2.99,12/18/2019 11:32,"32 Jefferson St, San Francisco, CA 94016"
46707,311258,Google Phone,1,600,12/24/2019 18:54,"872 Walnut St, San Francisco, CA 94016"
46708,311259,AAA Batteries (4-pack),1,2.99,12/11/2019 18:53,"485 11th St, Seattle, WA 98101"
46709,311260,Apple Airpods Headphones,1,150,12/11/2019 21:02,"21 Lake St, Los Angeles, CA 90001"
46710,311261,20in Monitor,1,109.99,12/16/2019 15:29,"612 Spruce St, Atlanta, GA 30301"
46711,311262,34in Ultrawide Monitor,1,379.99,12/7/2019 17:08,"936 Wilson St, Austin, TX 73301"
46712,311263,USB-C Charging Cable,2,11.95,12/3/2019 13:16,"808 Johnson St, San Francisco, CA 94016"
46713,311264,34in Ultrawide Monitor,1,379.99,12/26/2019 13:50,"436 Chestnut St, New York City, NY 10001"
46714,311265,AA Batteries (4-pack),2,3.84,12/8/2019 3:30,"547 Main St, Atlanta, GA 30301"
46715,311266,LG Dryer,1,600,12/20/2019 0:24,"958 Sunset St, San Francisco, CA 94016"
46716,311267,USB-C Charging Cable,1,11.95,12/30/2019 23:22,"84 Adams St, San Francisco, CA 94016"
46717,311268,AA Batteries (4-pack),1,3.84,12/7/2019 3:14,"929 Sunset St, Portland, ME 04101"
46718,311269,Lightning Charging Cable,1,14.95,12/30/2019 18:03,"585 Walnut St, San Francisco, CA 94016"
46719,311270,Wired Headphones,1,11.99,12/21/2019 17:04,"889 10th St, Seattle, WA 98101"
46720,311271,20in Monitor,1,109.99,12/14/2019 22:51,"77 West St, San Francisco, CA 94016"
46721,311272,Lightning Charging Cable,1,14.95,12/23/2019 8:36,"361 10th St, Boston, MA 02215"
46722,311273,AAA Batteries (4-pack),1,2.99,12/30/2019 23:30,"855 West St, Los Angeles, CA 90001"
46723,311274,27in FHD Monitor,1,149.99,12/21/2019 15:32,"693 Jackson St, Austin, TX 73301"
46724,311275,USB-C Charging Cable,1,11.95,12/3/2019 18:26,"446 Main St, Los Angeles, CA 90001"
46725,311276,Wired Headphones,1,11.99,12/6/2019 9:26,"903 Madison St, Los Angeles, CA 90001"
46726,311277,AA Batteries (4-pack),1,3.84,12/13/2019 11:20,"706 Forest St, Dallas, TX 75001"
46727,311278,Macbook Pro Laptop,1,1700,12/24/2019 13:29,"223 Hickory St, Los Angeles, CA 90001"
46728,311279,AAA Batteries (4-pack),1,2.99,12/3/2019 7:01,"48 Ridge St, Los Angeles, CA 90001"
46729,311280,Lightning Charging Cable,1,14.95,12/9/2019 15:02,"344 Adams St, Los Angeles, CA 90001"
46730,311281,AAA Batteries (4-pack),2,2.99,12/4/2019 20:55,"953 River St, San Francisco, CA 94016"
46731,311282,iPhone,1,700,12/16/2019 14:31,"950 Cherry St, Boston, MA 02215"
46732,311283,AAA Batteries (4-pack),5,2.99,12/31/2019 0:45,"248 North St, Boston, MA 02215"
46733,311284,Bose SoundSport Headphones,1,99.99,12/16/2019 14:27,"844 2nd St, San Francisco, CA 94016"
46734,311285,27in FHD Monitor,1,149.99,12/24/2019 9:04,"892 Jackson St, Dallas, TX 75001"
46735,311286,20in Monitor,1,109.99,12/30/2019 17:49,"106 Main St, San Francisco, CA 94016"
46736,311287,Bose SoundSport Headphones,1,99.99,12/7/2019 22:46,"821 Jefferson St, Atlanta, GA 30301"
46737,311288,Bose SoundSport Headphones,1,99.99,12/1/2019 22:27,"645 Chestnut St, San Francisco, CA 94016"
46738,311289,Bose SoundSport Headphones,1,99.99,12/17/2019 16:25,"607 13th St, Dallas, TX 75001"
46739,311290,Wired Headphones,1,11.99,12/16/2019 17:12,"540 6th St, New York City, NY 10001"
46740,311291,iPhone,1,700,12/13/2019 20:57,"550 Lakeview St, Atlanta, GA 30301"
46741,311292,27in 4K Gaming Monitor,1,389.99,12/1/2019 15:43,"639 Spruce St, New York City, NY 10001"
46742,311293,Wired Headphones,1,11.99,12/2/2019 11:18,"324 River St, Portland, ME 04101"
46743,311294,USB-C Charging Cable,1,11.95,12/9/2019 21:08,"754 Forest St, Portland, OR 97035"
46744,311295,AA Batteries (4-pack),1,3.84,12/25/2019 9:05,"298 Main St, Los Angeles, CA 90001"
46745,311296,Wired Headphones,1,11.99,12/11/2019 19:20,"624 Hill St, Dallas, TX 75001"
46746,311297,AAA Batteries (4-pack),1,2.99,12/8/2019 21:35,"361 Forest St, Boston, MA 02215"
46747,311298,Lightning Charging Cable,1,14.95,12/2/2019 12:56,"109 Sunset St, Boston, MA 02215"
46748,311298,USB-C Charging Cable,1,11.95,12/2/2019 12:56,"109 Sunset St, Boston, MA 02215"
46749,311299,AA Batteries (4-pack),1,3.84,12/3/2019 3:39,"421 Hickory St, Seattle, WA 98101"
46750,311300,AA Batteries (4-pack),1,3.84,12/11/2019 12:45,"916 Lakeview St, Seattle, WA 98101"
46751,311301,Apple Airpods Headphones,1,150,12/8/2019 22:03,"59 Cherry St, San Francisco, CA 94016"
46752,311302,20in Monitor,1,109.99,12/10/2019 10:39,"464 Jefferson St, New York City, NY 10001"
46753,311303,Vareebadd Phone,1,400,12/4/2019 18:48,"504 Hill St, San Francisco, CA 94016"
46754,311304,AAA Batteries (4-pack),2,2.99,12/11/2019 12:09,"881 Lincoln St, San Francisco, CA 94016"
46755,311305,Lightning Charging Cable,1,14.95,12/22/2019 23:41,"445 Adams St, Atlanta, GA 30301"
46756,311306,Apple Airpods Headphones,1,150,12/1/2019 20:58,"656 Highland St, Portland, OR 97035"
46757,311307,Bose SoundSport Headphones,1,99.99,12/8/2019 14:53,"475 12th St, Boston, MA 02215"
46758,311308,Wired Headphones,1,11.99,12/16/2019 4:38,"715 Chestnut St, Portland, OR 97035"
46759,311309,USB-C Charging Cable,1,11.95,12/25/2019 12:31,"961 Dogwood St, New York City, NY 10001"
46760,311310,27in FHD Monitor,1,149.99,12/16/2019 21:47,"471 11th St, San Francisco, CA 94016"
46761,311311,Lightning Charging Cable,1,14.95,12/4/2019 15:36,"788 Sunset St, San Francisco, CA 94016"
46762,311312,27in 4K Gaming Monitor,1,389.99,12/24/2019 16:41,"963 1st St, Los Angeles, CA 90001"
46763,311313,Bose SoundSport Headphones,1,99.99,12/27/2019 12:20,"373 Park St, San Francisco, CA 94016"
46764,311314,USB-C Charging Cable,1,11.95,12/15/2019 22:32,"55 Pine St, Los Angeles, CA 90001"
46765,311315,Apple Airpods Headphones,1,150,12/15/2019 1:54,"17 Washington St, Portland, OR 97035"
46766,311316,AA Batteries (4-pack),2,3.84,12/19/2019 1:29,"132 6th St, New York City, NY 10001"
46767,311317,LG Dryer,1,600,12/24/2019 22:41,"914 Lakeview St, San Francisco, CA 94016"
46768,311318,AA Batteries (4-pack),2,3.84,12/6/2019 11:28,"515 5th St, New York City, NY 10001"
46769,311319,AAA Batteries (4-pack),2,2.99,12/31/2019 23:02,"203 Ridge St, Dallas, TX 75001"
46770,311320,Wired Headphones,1,11.99,12/13/2019 2:39,"1 Adams St, Dallas, TX 75001"
46771,311321,AA Batteries (4-pack),1,3.84,12/26/2019 17:36,"744 Elm St, Austin, TX 73301"
46772,311322,Apple Airpods Headphones,1,150,12/20/2019 22:45,"991 Lake St, San Francisco, CA 94016"
46773,311323,USB-C Charging Cable,1,11.95,12/28/2019 17:30,"570 South St, New York City, NY 10001"
46774,311324,AAA Batteries (4-pack),1,2.99,12/12/2019 11:19,"273 Willow St, Los Angeles, CA 90001"
46775,311325,Vareebadd Phone,1,400,12/10/2019 7:33,"52 Center St, Los Angeles, CA 90001"
46776,311325,USB-C Charging Cable,1,11.95,12/10/2019 7:33,"52 Center St, Los Angeles, CA 90001"
46777,311326,Lightning Charging Cable,1,14.95,12/14/2019 11:05,"843 River St, Atlanta, GA 30301"
46778,311327,AA Batteries (4-pack),2,3.84,12/17/2019 21:26,"212 Highland St, San Francisco, CA 94016"
46779,311328,USB-C Charging Cable,1,11.95,12/4/2019 13:11,"640 West St, Dallas, TX 75001"
46780,311329,Lightning Charging Cable,1,14.95,12/18/2019 21:13,"879 10th St, Los Angeles, CA 90001"
46781,311330,Apple Airpods Headphones,1,150,12/1/2019 9:51,"794 Pine St, San Francisco, CA 94016"
46782,311331,Lightning Charging Cable,1,14.95,12/17/2019 19:57,"650 North St, New York City, NY 10001"
46783,311332,USB-C Charging Cable,1,11.95,12/20/2019 9:17,"415 River St, Dallas, TX 75001"
46784,311333,20in Monitor,1,109.99,12/12/2019 22:08,"701 Adams St, Dallas, TX 75001"
46785,311334,AA Batteries (4-pack),1,3.84,12/26/2019 18:53,"726 Park St, New York City, NY 10001"
46786,311335,USB-C Charging Cable,2,11.95,12/25/2019 2:25,"792 Meadow St, Seattle, WA 98101"
46787,311336,Google Phone,1,600,12/30/2019 12:37,"926 Chestnut St, San Francisco, CA 94016"
46788,311337,Bose SoundSport Headphones,1,99.99,12/13/2019 18:09,"823 Cedar St, Boston, MA 02215"
46789,311338,AAA Batteries (4-pack),2,2.99,12/17/2019 11:25,"65 Elm St, Seattle, WA 98101"
46790,311339,Apple Airpods Headphones,1,150,12/9/2019 17:52,"723 Center St, Portland, OR 97035"
46791,311340,27in 4K Gaming Monitor,1,389.99,12/29/2019 17:26,"617 Chestnut St, Los Angeles, CA 90001"
46792,311341,ThinkPad Laptop,1,999.99,12/19/2019 12:17,"734 Hill St, San Francisco, CA 94016"
46793,311342,Bose SoundSport Headphones,1,99.99,12/17/2019 21:30,"953 North St, Seattle, WA 98101"
46794,311343,Bose SoundSport Headphones,1,99.99,12/22/2019 13:50,"576 Adams St, Los Angeles, CA 90001"
46795,311344,Lightning Charging Cable,1,14.95,12/2/2019 20:36,"277 Chestnut St, Boston, MA 02215"
46796,311345,AA Batteries (4-pack),1,3.84,12/7/2019 21:23,"140 Meadow St, New York City, NY 10001"
46797,311346,AA Batteries (4-pack),1,3.84,12/20/2019 23:44,"216 Highland St, San Francisco, CA 94016"
46798,311347,AAA Batteries (4-pack),1,2.99,12/9/2019 12:32,"655 South St, San Francisco, CA 94016"
46799,311348,Apple Airpods Headphones,1,150,12/28/2019 12:45,"552 Sunset St, Los Angeles, CA 90001"
46800,311349,Wired Headphones,1,11.99,12/2/2019 19:07,"721 South St, Atlanta, GA 30301"
46801,311350,AAA Batteries (4-pack),3,2.99,12/31/2019 13:27,"818 Jefferson St, Boston, MA 02215"
46802,311351,AAA Batteries (4-pack),1,2.99,12/13/2019 10:34,"677 Forest St, Atlanta, GA 30301"
46803,311352,Google Phone,1,600,12/23/2019 9:43,"82 Sunset St, San Francisco, CA 94016"
46804,311352,Wired Headphones,1,11.99,12/23/2019 9:43,"82 Sunset St, San Francisco, CA 94016"
46805,311353,Macbook Pro Laptop,1,1700,12/4/2019 19:25,"753 Chestnut St, Boston, MA 02215"
46806,311354,AA Batteries (4-pack),4,3.84,12/17/2019 12:42,"448 North St, San Francisco, CA 94016"
46807,311355,AA Batteries (4-pack),1,3.84,12/24/2019 21:51,"441 West St, Seattle, WA 98101"
46808,311356,Apple Airpods Headphones,1,150,12/20/2019 23:11,"383 8th St, Boston, MA 02215"
46809,311357,Macbook Pro Laptop,1,1700,12/5/2019 20:30,"239 Cherry St, Dallas, TX 75001"
46810,311358,USB-C Charging Cable,1,11.95,12/3/2019 14:11,"413 Pine St, Los Angeles, CA 90001"
46811,311359,34in Ultrawide Monitor,1,379.99,12/20/2019 16:45,"842 Sunset St, Dallas, TX 75001"
46812,311360,20in Monitor,1,109.99,12/1/2019 12:00,"771 Jackson St, Boston, MA 02215"
46813,311361,USB-C Charging Cable,1,11.95,12/19/2019 14:38,"374 Meadow St, New York City, NY 10001"
46814,311362,27in FHD Monitor,1,149.99,12/23/2019 12:21,"931 Hickory St, New York City, NY 10001"
46815,311363,Wired Headphones,1,11.99,12/13/2019 12:49,"145 11th St, Austin, TX 73301"
46816,311364,Vareebadd Phone,1,400,12/12/2019 12:34,"414 Hickory St, Los Angeles, CA 90001"
46817,311364,Wired Headphones,1,11.99,12/12/2019 12:34,"414 Hickory St, Los Angeles, CA 90001"
46818,311365,AAA Batteries (4-pack),1,2.99,12/12/2019 14:53,"176 Center St, San Francisco, CA 94016"
46819,311366,iPhone,1,700,12/4/2019 7:33,"156 5th St, San Francisco, CA 94016"
46820,311367,27in FHD Monitor,1,149.99,12/1/2019 12:35,"542 Cherry St, Los Angeles, CA 90001"
46821,311368,Lightning Charging Cable,1,14.95,12/5/2019 20:59,"119 Meadow St, San Francisco, CA 94016"
46822,311369,USB-C Charging Cable,3,11.95,12/25/2019 21:28,"696 7th St, Boston, MA 02215"
46823,311370,Bose SoundSport Headphones,1,99.99,12/17/2019 13:57,"966 South St, San Francisco, CA 94016"
46824,311371,27in FHD Monitor,1,149.99,12/17/2019 22:35,"858 Hill St, Seattle, WA 98101"
46825,311372,AA Batteries (4-pack),1,3.84,12/1/2019 12:06,"35 Jackson St, Boston, MA 02215"
46826,311373,Wired Headphones,1,11.99,12/8/2019 20:55,"141 4th St, Atlanta, GA 30301"
46827,311374,USB-C Charging Cable,1,11.95,12/16/2019 14:24,"265 Elm St, Portland, ME 04101"
46828,311375,USB-C Charging Cable,1,11.95,12/11/2019 10:36,"395 Madison St, Los Angeles, CA 90001"
46829,311376,Lightning Charging Cable,1,14.95,12/12/2019 14:41,"997 Lincoln St, Los Angeles, CA 90001"
46830,311377,Bose SoundSport Headphones,1,99.99,12/25/2019 14:56,"233 Lake St, Boston, MA 02215"
46831,311378,AA Batteries (4-pack),1,3.84,12/26/2019 10:43,"435 Washington St, Los Angeles, CA 90001"
46832,311379,iPhone,1,700,12/2/2019 19:17,"244 9th St, Austin, TX 73301"
46833,311380,AA Batteries (4-pack),1,3.84,12/28/2019 14:53,"124 14th St, Seattle, WA 98101"
46834,311381,AA Batteries (4-pack),1,3.84,12/3/2019 4:31,"258 7th St, Boston, MA 02215"
46835,311382,AAA Batteries (4-pack),3,2.99,12/17/2019 17:54,"142 South St, San Francisco, CA 94016"
46836,311383,Apple Airpods Headphones,1,150,12/20/2019 20:17,"161 Highland St, Atlanta, GA 30301"
46837,311384,27in 4K Gaming Monitor,1,389.99,12/15/2019 18:12,"218 Meadow St, Boston, MA 02215"
46838,311385,USB-C Charging Cable,2,11.95,12/12/2019 21:42,"538 Main St, Los Angeles, CA 90001"
46839,311386,iPhone,1,700,1/1/2020 0:10,"730 Pine St, San Francisco, CA 94016"
46840,311386,Apple Airpods Headphones,1,150,1/1/2020 0:10,"730 Pine St, San Francisco, CA 94016"
46841,311387,Lightning Charging Cable,1,14.95,12/21/2019 1:19,"804 Lakeview St, Los Angeles, CA 90001"
46842,311388,Wired Headphones,1,11.99,12/5/2019 10:02,"610 Pine St, New York City, NY 10001"
46843,311389,Google Phone,1,600,12/29/2019 16:20,"66 Chestnut St, Portland, ME 04101"
46844,311390,34in Ultrawide Monitor,1,379.99,12/14/2019 18:04,"99 9th St, San Francisco, CA 94016"
46845,311391,USB-C Charging Cable,1,11.95,12/4/2019 21:17,"624 South St, Los Angeles, CA 90001"
46846,311392,27in FHD Monitor,1,149.99,12/13/2019 16:21,"545 Walnut St, Boston, MA 02215"
46847,311393,AA Batteries (4-pack),1,3.84,12/30/2019 18:56,"829 Cherry St, Atlanta, GA 30301"
46848,311394,USB-C Charging Cable,1,11.95,12/23/2019 12:00,"939 5th St, Los Angeles, CA 90001"
46849,311395,AA Batteries (4-pack),1,3.84,12/24/2019 12:13,"806 Forest St, Los Angeles, CA 90001"
46850,311396,AA Batteries (4-pack),1,3.84,12/1/2019 16:44,"204 Washington St, New York City, NY 10001"
46851,311396,Wired Headphones,1,11.99,12/1/2019 16:44,"204 Washington St, New York City, NY 10001"
46852,311397,Google Phone,1,600,12/20/2019 14:16,"478 Forest St, Seattle, WA 98101"
46853,311397,Wired Headphones,2,11.99,12/20/2019 14:16,"478 Forest St, Seattle, WA 98101"
46854,,,,,,
46855,311398,Flatscreen TV,1,300,12/4/2019 8:30,"609 Elm St, Seattle, WA 98101"
46856,311398,Apple Airpods Headphones,1,150,12/4/2019 8:30,"609 Elm St, Seattle, WA 98101"
46857,311399,AA Batteries (4-pack),1,3.84,12/14/2019 9:50,"7 Cherry St, Dallas, TX 75001"
46858,311400,Flatscreen TV,1,300,12/27/2019 10:20,"36 9th St, San Francisco, CA 94016"
46859,311401,USB-C Charging Cable,1,11.95,12/10/2019 22:00,"930 7th St, Portland, OR 97035"
46860,311402,34in Ultrawide Monitor,1,379.99,12/23/2019 14:51,"939 West St, Dallas, TX 75001"
46861,311403,AAA Batteries (4-pack),1,2.99,12/6/2019 15:13,"861 Hill St, Los Angeles, CA 90001"
46862,311404,AAA Batteries (4-pack),1,2.99,12/1/2019 16:46,"801 Forest St, Atlanta, GA 30301"
46863,311405,34in Ultrawide Monitor,1,379.99,12/7/2019 10:18,"290 Dogwood St, Dallas, TX 75001"
46864,311406,Lightning Charging Cable,1,14.95,12/16/2019 19:46,"216 Dogwood St, Seattle, WA 98101"
46865,311407,Wired Headphones,1,11.99,12/21/2019 0:42,"413 River St, Seattle, WA 98101"
46866,311408,Apple Airpods Headphones,1,150,12/4/2019 8:01,"880 Hickory St, Los Angeles, CA 90001"
46867,311409,Lightning Charging Cable,1,14.95,12/24/2019 13:01,"649 2nd St, Los Angeles, CA 90001"
46868,311410,Lightning Charging Cable,1,14.95,12/10/2019 12:52,"279 Cedar St, Atlanta, GA 30301"
46869,311411,AAA Batteries (4-pack),3,2.99,12/23/2019 12:22,"504 Sunset St, New York City, NY 10001"
46870,311412,Vareebadd Phone,1,400,12/15/2019 15:34,"895 7th St, New York City, NY 10001"
46871,311412,USB-C Charging Cable,1,11.95,12/15/2019 15:34,"895 7th St, New York City, NY 10001"
46872,311413,Bose SoundSport Headphones,1,99.99,12/12/2019 22:41,"898 Adams St, San Francisco, CA 94016"
46873,311414,Apple Airpods Headphones,1,150,12/7/2019 20:10,"321 2nd St, Boston, MA 02215"
46874,311415,Wired Headphones,1,11.99,12/13/2019 0:37,"270 River St, New York City, NY 10001"
46875,311416,27in 4K Gaming Monitor,1,389.99,12/28/2019 18:28,"776 South St, New York City, NY 10001"
46876,311417,Lightning Charging Cable,1,14.95,12/16/2019 23:53,"136 9th St, Boston, MA 02215"
46877,311418,USB-C Charging Cable,1,11.95,12/16/2019 17:38,"796 Maple St, Los Angeles, CA 90001"
46878,311419,USB-C Charging Cable,1,11.95,12/12/2019 13:38,"776 9th St, Los Angeles, CA 90001"
46879,311420,ThinkPad Laptop,1,999.99,12/16/2019 0:06,"703 13th St, Atlanta, GA 30301"
46880,311421,Wired Headphones,1,11.99,12/6/2019 9:59,"54 11th St, San Francisco, CA 94016"
46881,311422,27in 4K Gaming Monitor,1,389.99,12/2/2019 10:34,"292 Highland St, Austin, TX 73301"
46882,311423,27in 4K Gaming Monitor,1,389.99,12/19/2019 8:03,"817 Hill St, Seattle, WA 98101"
46883,311424,Apple Airpods Headphones,1,150,12/30/2019 12:06,"406 7th St, Dallas, TX 75001"
46884,311425,Bose SoundSport Headphones,1,99.99,12/1/2019 19:23,"879 Johnson St, San Francisco, CA 94016"
46885,311426,USB-C Charging Cable,1,11.95,12/12/2019 12:45,"41 Church St, San Francisco, CA 94016"
46886,311427,iPhone,1,700,12/26/2019 22:15,"920 11th St, Los Angeles, CA 90001"
46887,311428,ThinkPad Laptop,1,999.99,12/4/2019 15:07,"863 6th St, New York City, NY 10001"
46888,311429,34in Ultrawide Monitor,1,379.99,12/5/2019 15:35,"359 Maple St, San Francisco, CA 94016"
46889,311430,Bose SoundSport Headphones,1,99.99,12/19/2019 16:15,"927 Walnut St, Atlanta, GA 30301"
46890,311431,ThinkPad Laptop,1,999.99,12/3/2019 17:55,"903 Madison St, Los Angeles, CA 90001"
46891,311432,Wired Headphones,1,11.99,12/21/2019 13:14,"519 Hickory St, San Francisco, CA 94016"
46892,311433,Lightning Charging Cable,1,14.95,12/8/2019 21:10,"431 Lincoln St, Los Angeles, CA 90001"
46893,311434,Bose SoundSport Headphones,1,99.99,12/13/2019 10:24,"999 2nd St, Boston, MA 02215"
46894,311435,USB-C Charging Cable,1,11.95,12/6/2019 7:43,"978 Madison St, Seattle, WA 98101"
46895,311436,27in FHD Monitor,1,149.99,12/4/2019 9:54,"269 Lake St, Seattle, WA 98101"
46896,311437,ThinkPad Laptop,1,999.99,12/5/2019 19:42,"386 Walnut St, Atlanta, GA 30301"
46897,311438,AA Batteries (4-pack),2,3.84,12/8/2019 13:59,"718 Lake St, Atlanta, GA 30301"
46898,311439,Apple Airpods Headphones,1,150,12/24/2019 22:44,"679 Highland St, Boston, MA 02215"
46899,311440,Wired Headphones,1,11.99,12/22/2019 12:48,"130 Jackson St, Los Angeles, CA 90001"
46900,311441,AAA Batteries (4-pack),1,2.99,12/25/2019 19:18,"499 5th St, Portland, OR 97035"
46901,311442,Bose SoundSport Headphones,1,99.99,12/28/2019 22:30,"677 Ridge St, Austin, TX 73301"
46902,311443,Wired Headphones,1,11.99,12/21/2019 12:36,"772 5th St, Los Angeles, CA 90001"
46903,311444,Apple Airpods Headphones,1,150,12/2/2019 1:49,"679 7th St, San Francisco, CA 94016"
46904,311445,27in 4K Gaming Monitor,1,389.99,12/14/2019 6:01,"463 Willow St, Atlanta, GA 30301"
46905,311446,USB-C Charging Cable,1,11.95,12/7/2019 6:35,"62 Sunset St, Portland, OR 97035"
46906,311447,AAA Batteries (4-pack),1,2.99,12/28/2019 1:29,"783 11th St, Boston, MA 02215"
46907,311448,AAA Batteries (4-pack),1,2.99,12/8/2019 11:39,"705 Wilson St, San Francisco, CA 94016"
46908,311449,USB-C Charging Cable,2,11.95,12/26/2019 10:44,"763 12th St, Los Angeles, CA 90001"
46909,311450,Lightning Charging Cable,1,14.95,12/13/2019 18:15,"285 1st St, Dallas, TX 75001"
46910,311451,Flatscreen TV,1,300,12/18/2019 17:28,"955 7th St, San Francisco, CA 94016"
46911,311452,Bose SoundSport Headphones,1,99.99,12/14/2019 23:55,"328 Maple St, Los Angeles, CA 90001"
46912,311453,Bose SoundSport Headphones,1,99.99,12/6/2019 23:23,"867 Park St, Seattle, WA 98101"
46913,311454,Lightning Charging Cable,1,14.95,12/9/2019 23:47,"515 6th St, New York City, NY 10001"
46914,311455,27in FHD Monitor,1,149.99,12/15/2019 8:48,"102 Adams St, Dallas, TX 75001"
46915,311456,AA Batteries (4-pack),1,3.84,12/3/2019 17:06,"664 11th St, New York City, NY 10001"
46916,311457,USB-C Charging Cable,1,11.95,12/15/2019 6:00,"838 North St, Los Angeles, CA 90001"
46917,311458,27in 4K Gaming Monitor,1,389.99,12/15/2019 8:58,"238 Walnut St, Boston, MA 02215"
46918,311459,AA Batteries (4-pack),1,3.84,12/17/2019 8:46,"570 Madison St, Boston, MA 02215"
46919,311460,AA Batteries (4-pack),3,3.84,12/29/2019 19:21,"817 Madison St, Atlanta, GA 30301"
46920,311461,34in Ultrawide Monitor,1,379.99,12/18/2019 14:00,"74 Church St, New York City, NY 10001"
46921,311462,Flatscreen TV,1,300,12/6/2019 14:12,"185 Park St, Dallas, TX 75001"
46922,311463,AAA Batteries (4-pack),2,2.99,12/14/2019 6:35,"939 Washington St, New York City, NY 10001"
46923,311464,Lightning Charging Cable,1,14.95,12/16/2019 20:28,"642 Lake St, San Francisco, CA 94016"
46924,311465,Wired Headphones,1,11.99,12/27/2019 15:23,"667 10th St, San Francisco, CA 94016"
46925,311466,ThinkPad Laptop,1,999.99,12/1/2019 14:20,"126 Chestnut St, San Francisco, CA 94016"
46926,311467,Lightning Charging Cable,1,14.95,12/24/2019 17:28,"535 Lake St, Boston, MA 02215"
46927,311468,AAA Batteries (4-pack),4,2.99,12/12/2019 11:09,"336 Meadow St, San Francisco, CA 94016"
46928,311469,iPhone,1,700,12/21/2019 16:33,"792 6th St, Boston, MA 02215"
46929,311470,USB-C Charging Cable,1,11.95,12/30/2019 12:57,"154 Center St, Los Angeles, CA 90001"
46930,311471,USB-C Charging Cable,1,11.95,12/24/2019 10:52,"840 Lake St, Austin, TX 73301"
46931,311472,AA Batteries (4-pack),1,3.84,12/30/2019 10:07,"279 Spruce St, Dallas, TX 75001"
46932,311473,Wired Headphones,1,11.99,12/25/2019 20:10,"698 11th St, San Francisco, CA 94016"
46933,311474,AA Batteries (4-pack),1,3.84,12/30/2019 12:43,"521 Cherry St, Los Angeles, CA 90001"
46934,311475,AA Batteries (4-pack),1,3.84,12/29/2019 17:18,"212 5th St, Seattle, WA 98101"
46935,311476,AA Batteries (4-pack),2,3.84,12/23/2019 14:22,"847 Spruce St, Los Angeles, CA 90001"
46936,311477,27in FHD Monitor,1,149.99,12/9/2019 10:45,"617 Jackson St, Portland, OR 97035"
46937,311478,ThinkPad Laptop,1,999.99,12/27/2019 20:29,"821 7th St, Los Angeles, CA 90001"
46938,311479,34in Ultrawide Monitor,1,379.99,12/8/2019 16:27,"292 Center St, Seattle, WA 98101"
46939,311480,AA Batteries (4-pack),1,3.84,12/28/2019 20:44,"948 South St, Los Angeles, CA 90001"
46940,311481,AAA Batteries (4-pack),2,2.99,12/30/2019 15:30,"858 South St, San Francisco, CA 94016"
46941,311482,USB-C Charging Cable,1,11.95,12/21/2019 20:18,"331 Adams St, Los Angeles, CA 90001"
46942,311483,AAA Batteries (4-pack),1,2.99,12/26/2019 13:59,"323 Lake St, New York City, NY 10001"
46943,311484,AAA Batteries (4-pack),1,2.99,12/5/2019 15:10,"490 1st St, New York City, NY 10001"
46944,311485,Flatscreen TV,1,300,12/26/2019 11:40,"455 North St, San Francisco, CA 94016"
46945,311486,AA Batteries (4-pack),1,3.84,12/3/2019 9:42,"372 Lake St, Seattle, WA 98101"
46946,311487,Apple Airpods Headphones,1,150,12/14/2019 20:52,"269 Chestnut St, Boston, MA 02215"
46947,311488,AA Batteries (4-pack),2,3.84,12/4/2019 23:17,"504 Church St, San Francisco, CA 94016"
46948,311489,USB-C Charging Cable,1,11.95,12/19/2019 12:11,"189 West St, Los Angeles, CA 90001"
46949,311490,Apple Airpods Headphones,1,150,12/6/2019 17:45,"343 Forest St, Los Angeles, CA 90001"
46950,311491,27in FHD Monitor,1,149.99,12/12/2019 19:24,"595 12th St, San Francisco, CA 94016"
